frec(GHz)   Temperatura[mK]   cont_sinlineas
      96.5945       0.182786       0.182786
      96.6258        1.00346      0.0659895
      96.6570        1.70401     -0.0326501
      96.6883       0.822114     -0.0124380
      96.7195       0.453007      0.0306994
      96.7508     -0.0582131     -0.0582131
      96.7820      -0.138686      -0.138686
      96.8133       0.106351       0.106351
      96.8445      0.0863735      0.0863735
      96.8758      -0.139792      -0.139792
      96.9070       0.155910       0.155910
      96.9383     -0.0414633     -0.0414633
      96.9695      -0.172446      -0.172446
      97.0008       0.242570       0.242570
      97.0320      -0.420596      -0.420596
      97.0633       0.471424       0.471424
      97.0945      0.0136530      0.0136530
      97.1258      -0.251677      -0.251677
      97.1570       0.192275       0.192275
      97.1883      -0.168373      -0.168373
      97.2195       0.164685       0.164685
      97.2508      -0.206625      -0.206625
      97.2820     -0.0488812     -0.0488812
      97.3133       0.148768       0.148768
      97.3445      -0.108295      -0.108295
      97.3758       0.220167       0.220167
      97.4070     -0.0357726     -0.0357726
      97.4383     -0.0739655     -0.0739655
      97.4695       0.132704       0.132704
      97.5008      -0.192577      -0.192577
      97.5320      0.0824670      0.0824670
      97.5633      -0.110307      -0.110307
      97.5945      -0.258640      -0.258640
      97.6258       0.334602       0.334602
      97.6570       0.133223       0.133223
      97.6883      0.0940488      0.0940488
      97.7195     -0.0163522     -0.0163522
      97.7508      -0.579602      -0.579602
      97.7820       0.299510       0.299510
      97.8133       0.154513       0.154513
      97.8445        5.22275      0.0144598
      97.8758        18.4988     -0.0946681
      97.9070        15.4114    -0.00945783
      97.9383        8.45552      -0.128249
      97.9695        1.76320       0.338844
      98.0008       0.148757       0.148757
      98.0320      0.0582938      0.0582938
      98.0633       -1.69682       -1.69682
      98.0945        1.99352        1.99352
      98.1258      -0.894733      -0.894733
      98.1570       0.516915       0.516915
      98.1883       -1.01280       -1.01280
      98.2195       0.700157       0.700157
      98.2508       0.292949       0.292949
      98.2820      -0.152756      -0.152756
      98.3133      -0.411947      -0.411947
      98.3445      0.0924605      0.0924605
      98.3758       0.291607       0.291607
      98.4070      -0.135285      -0.135285
      98.4383       0.366039       0.366039
      98.4695      -0.568714      -0.568714
      98.5008       0.403178       0.403178
      98.5320      -0.639877      -0.639877
      98.5633       0.411879       0.411879
      98.5945       0.236240       0.236240
      98.6258       0.157513       0.157513
      98.6570      -0.197463      -0.197463
      98.6883      -0.319550      -0.319550
      98.7195      -0.250996      -0.250996
      98.7508       0.605292       0.605292
      98.7820      -0.597796      -0.597796
      98.8133       0.757714       0.757714
      98.8445      -0.253372      -0.253372
      98.8758       0.784523     -0.0971714
      98.9070        3.95815      -0.101007
      98.9383        4.40074       0.120226
      98.9695        4.62729     -0.0534393
      99.0008        2.37693      0.0188882
      99.0320     0.00989389     0.00989389
      99.0633       0.214514       0.214514
      99.0945      -0.518504      -0.518504
      99.1258       0.260804       0.260804
      99.1570       0.530920       0.113450
      99.1883        1.70622      0.0188832
      99.2195        1.79654      -0.147293
      99.2508       0.638741      0.0720992
      99.2820      -0.542458      0.0495045
      99.3133       0.167389       0.167389
      99.3445      -0.545639      -0.545639
      99.3758       0.408786       0.408786
      99.4070      -0.404116      -0.404116
      99.4383       0.559876       0.559876
      99.4695      -0.130920      -0.130920
      99.5008      -0.125581      -0.125581
      99.5320      -0.151003      -0.151003
      99.5633      0.0556722      0.0556722
      99.5945      0.0983198      0.0983198
      99.6258       0.220848       0.220848
      99.6570      -0.121528      -0.121528
      99.6883      0.0760880      0.0760880
      99.7195      -0.316363      -0.316363
      99.7508      0.0372344      0.0372344
      99.7820    -0.00333428    -0.00333428
      99.8133       0.223373       0.223373
      99.8445      -0.237605      -0.237605
      99.8758       0.280698       0.280698
      99.9070      -0.135566      -0.135566
      99.9383        1.75094     -0.0418954
      99.9695        4.13645     -0.0229807
      100.001        4.38373     -0.0452740
      100.032        2.14139      0.0137603
      100.063       0.510295       0.138011
      100.095       0.285117       0.285117
      100.126      -0.464258      -0.464258
      100.157       0.107085       0.107085
      100.188      0.0841274      0.0841274
      100.220      -0.227341      -0.227341
      100.251       0.235279       0.235279
      100.282      -0.401734      -0.401734
      100.313       0.489853       0.489853
      100.345      0.0843639      0.0843639
      100.376      -0.367954      -0.367954
      100.407       0.227615       0.227615
      100.438      -0.614931      -0.614931
      100.470       0.539945       0.539945
      100.501       0.289318       0.289318
      100.532      -0.462400      -0.462400
      100.563       0.277687       0.277687
      100.595      -0.380794      -0.380794
      100.626       0.212865       0.212865
      100.657       0.276791       0.276791
      100.688      -0.273795      -0.273795
      100.720      0.0939808      0.0939808
      100.751       0.139207       0.139207
      100.782      -0.772523      -0.772523
      100.813        1.13064        1.13064
      100.845       -1.15245       -1.15245
      100.876       0.887885       0.887885
      100.907      -0.573182      -0.573182
      100.938       0.508079       0.508079
      100.970       0.316958       0.316958
      101.001       -1.14105       -1.14105
      101.032       0.590475       0.590475
      101.063      -0.243710      -0.243710
      101.095       0.295648       0.295648
      101.126       0.331143       0.331143
      101.157      -0.786919      -0.786919
      101.188       0.760598       0.760598
      101.220      -0.260594      -0.260594
      101.251      -0.251208      -0.251208
      101.282       0.290460       0.290460
      101.313      -0.708835      -0.708835
      101.345       0.735695       0.735695
      101.376      -0.236318      -0.236318
      101.407       0.115872       0.115872
      101.438       0.346103       0.346103
      101.470      -0.933796      -0.933796
      101.501       0.900810       0.900810
      101.532      -0.290201      -0.290201
      101.563       0.146731       0.146731
      101.595      -0.351743      -0.351743
      101.626      -0.302985      -0.302985
      101.657       0.487052       0.487052
      101.688       0.335433       0.335433
      101.720      -0.452859      -0.452859
      101.751       0.100598       0.100598
      101.782      -0.248556      -0.248556
      101.813       0.284665       0.284665
      101.845     -0.0724406     -0.0724406
      101.876      -0.116787      -0.116787
      101.907       0.246223       0.246223
      101.938      -0.296934      -0.296934
      101.970       0.338377       0.338377
      102.001      0.0837484      0.0837484
      102.032      -0.578020      -0.578020
      102.063       0.335527       0.335527
      102.095      -0.139933      -0.139933
      102.126       0.316852       0.316852
      102.157     -0.0338474     -0.0338474
      102.188      -0.322398      -0.322398
      102.220       0.351008       0.351008
      102.251      -0.345108      -0.345108
      102.282       0.307624       0.307624
      102.313      -0.385508      -0.385508
      102.345       0.324292       0.324292
      102.376     -0.0439793     -0.0439793
      102.407        5.95704    -0.00214779
      102.438        13.3524     -0.0577424
      102.470        10.1492      0.0217955
      102.501        6.01608      0.0118495
      102.532        1.67283     -0.0160623
      102.563     -0.0255942     -0.0255942
      102.595     -0.0471002     -0.0471002
      102.626       0.186088       0.186088
      102.657      0.0480490      0.0480490
      102.688     -0.0239425     -0.0239425
      102.720      -0.401164      -0.401164
      102.751      0.0689400      0.0689400
      102.782       0.391470       0.391470
      102.813      0.0621791      0.0621791
      102.845      -0.447741      -0.447741
      102.876    0.000675261    0.000675261
      102.907      0.0445591      0.0445591
      102.938       0.368933       0.368933
      102.970      -0.183755      -0.183755
      103.001      0.0724573      0.0724573
      103.032      -0.211135      -0.211135
      103.063      0.0886078      0.0886078
      103.095      -0.141364      -0.141364
      103.126       0.546324       0.546324
      103.157      -0.545254      -0.545254
      103.188     -0.0683656     -0.0683656
      103.220       0.318958       0.318958
      103.251      -0.164547      -0.164547
      103.282       0.367883       0.367883
      103.313      -0.676345      -0.676345
      103.345       0.525000       0.525000
      103.376      0.0726972      0.0726972
      103.407      -0.251974      -0.251974
      103.438       0.113142       0.113142
      103.470      -0.340434      -0.340434
      103.501       0.163848       0.163848
      103.532       0.119082       0.119082
      103.563      -0.135107      -0.135107
      103.595       0.418284       0.418284
      103.626      -0.209285      -0.209285
      103.657     -0.0299928     -0.0299928
      103.688     -0.0505193     -0.0505193
      103.720      -0.292382      -0.292382
      103.751       0.257349       0.257349
      103.782      -0.228244      -0.228244
      103.813       0.322673       0.322673
      103.845      0.0597951      0.0597951
      103.876     -0.0287876     -0.0287876
      103.907      -0.129137      -0.129137
      103.938      0.0634847      0.0634847
      103.970      -0.166930      -0.166930
      104.001       0.282901       0.282901
      104.032      -0.498540      -0.498540
      104.063       0.540002       0.540002
      104.095      0.0452780      0.0452780
      104.126      -0.461206      -0.461206
      104.157       0.722750       0.722750
      104.188       -1.45879       -1.45879
      104.220        1.48447        1.48447
      104.251       -1.05104       -1.05104
      104.282       0.933014       0.933014
      104.313      -0.306139      -0.306139
      104.345      -0.315985      -0.315985
      104.376       0.169370       0.169370
      104.407      0.0917603      0.0917603
      104.438       0.431998       0.431998
      104.470     -0.0169539     -0.0169539
      104.501      -0.699087      -0.699087
      104.532      -0.779807      -0.779807
      104.563       0.403397       0.403397
      104.595        1.00053        1.00053
      104.626       0.184370       0.184370
      104.657      -0.367261      -0.367261
      104.688      -0.516524      -0.516524
      104.720      0.0438668      0.0438668
      104.751       0.863308       0.863308
      104.782      -0.564152      -0.564152
      104.813       0.308597       0.308597
      104.845       -1.33440       -1.33440
      104.876        1.15594        1.15594
      104.907       0.605431       0.605431
      104.938       -1.16440       -1.16440
      104.970       0.411897       0.411897
      105.001       -1.11898       -1.11898
      105.032        1.94377        1.94377
      105.063      -0.335120      -0.335120
      105.095      -0.524716      -0.524716
      105.126      -0.221941      -0.221941
      105.157      -0.609499      -0.609499
      105.188        1.10544        1.10544
      105.220     -0.0186324     -0.0186324
      105.251      0.0994940      0.0994940
      105.282      -0.409244      -0.409244
      105.313      -0.302449      -0.302449
      105.345       0.454486       0.454486
      105.376       0.530060       0.530060
      105.407      -0.851423      -0.851423
      105.438       0.137978       0.137978
      105.470      -0.260062      -0.260062
      105.501       0.556826       0.556826
      105.532      0.0729342      0.0729342
      105.563      -0.477908      -0.477908
      105.595    -0.00392592    -0.00392592
      105.626      0.0610113      0.0610113
      105.657       0.315204       0.315204
      105.688       0.288484       0.288484
      105.720      -0.929176      -0.929176
      105.751       0.635880       0.635880
      105.782      -0.299590      -0.299590
      105.813       0.395754       0.395754
      105.845       0.485209       0.485209
      105.876       -1.28175       -1.28175
      105.907       0.104671       0.104671
      105.938       0.206675       0.206675
      105.970       0.740907       0.740907
      106.001     -0.0413006     -0.0413006
      106.032       -1.30351       -1.30351
      106.063       0.504299       0.504299
      106.095       0.415514       0.415514
      106.126       0.774995       0.774995
      106.157      -0.843691      -0.843691
      106.188      -0.419916      -0.419916
      106.220     -0.0637408     -0.0637408
      106.251        1.15444        1.15444
      106.282      -0.478785      -0.478785
      106.313      -0.239298      -0.239298
      106.345      -0.548863      -0.548863
      106.376       0.495249       0.495249
      106.407       0.388741       0.388741
      106.438     -0.0979437     -0.0979437
      106.470      -0.386738      -0.386738
      106.501      0.0960414      0.0960414
      106.532      -0.171463      -0.171463
      106.563       0.333285       0.333285
      106.595       0.432036      0.0509788
      106.626        4.33775     -0.0433852
      106.657        4.97378      -0.140003
      106.688        4.79742       0.113480
      106.720        2.83078       0.160161
      106.751       0.100312       0.100312
      106.782      -0.821155      -0.821155
      106.813       0.198197       0.198197
      106.845       0.233282       0.233282
      106.876       0.482837       0.482837
      106.907      -0.296759      -0.296759
      106.938      -0.486201      -0.486201
      106.970       0.411774       0.411774
      107.001       0.156982       0.156982
      107.032    -0.00154960    -0.00154960
      107.063     -0.0263530     -0.0263530
      107.095       -1.10134       -1.10134
      107.126        1.08369        1.08369
      107.157       0.118070       0.118070
      107.188       0.104408       0.104408
      107.220      -0.320872      -0.320872
      107.251      -0.708990      -0.708990
      107.282       0.654576       0.654576
      107.313       0.206188       0.206188
      107.345       0.163450       0.163450
      107.376      -0.498974      -0.498974
      107.407      -0.585540      -0.585540
      107.438        1.21856        1.21856
      107.470     -0.0371356     -0.0371356
      107.501      -0.306929      -0.306929
      107.532      -0.512755      -0.512755
      107.563      -0.303241      -0.303241
      107.595       0.719298       0.719298
      107.626       0.403766       0.403766
      107.657      -0.777903      -0.777903
      107.688       0.627581       0.627581
      107.720      -0.865904      -0.865904
      107.751       0.946611       0.946611
      107.782       0.110196       0.110196
      107.813      -0.568398      -0.568398
      107.845     -0.0211401     -0.0211401
      107.876      -0.616583      -0.616583
      107.907       0.917024       0.917024
      107.938       0.262735       0.262735
      107.970      -0.735331      -0.735331
      108.001       0.158080       0.158080
      108.032      -0.291234      -0.291234
      108.063       0.670603       0.670603
      108.095     -0.0145655     -0.0145655
      108.126      -0.470739      -0.470739
      108.157       0.359982       0.359982
      108.188      -0.359453      -0.359453
      108.220       0.455187       0.455187
      108.251      0.0955992      0.0955992
      108.282       -1.01472       -1.01472
      108.313       0.689229       0.689229
      108.345      -0.177111      -0.177111
      108.376       0.841940       0.841940
      108.407      -0.669601      -0.669601
      108.438      -0.444299      -0.444299
      108.470       0.191886       0.191886
      108.501       0.348917       0.348917
      108.532       0.705908    -0.00107229
      108.563       0.852839     -0.0727280
      108.595      -0.434056     -0.0764469
      108.626      0.0957688      -0.203508
      108.657      0.0651143      0.0651143
      108.688       0.517799       0.517799
      108.720       0.228156       0.228156
      108.751       -1.04969       -1.04969
      108.782       0.406233       0.406233
      108.813       0.248620       0.248620
      108.845      -0.124575      -0.124575
      108.876       0.122275       0.122275
      108.907      -0.673505      -0.673505
      108.938       0.303102       0.303102
      108.970       0.322975       0.322975
      109.001      0.0540566      0.0540566
      109.032        1.97750      -0.147794
      109.063        5.48993     -0.0374835
      109.095        4.44082    -0.00788593
      109.126        4.27706       0.118300
      109.157       0.953392      0.0143726
      109.188     -0.0752742     -0.0752742
      109.220      -0.370008      -0.370008
      109.251       0.641132       0.641132
      109.282      -0.331359      -0.331359
      109.313      -0.331637      -0.110015
      109.345      -0.636925     -0.0405488
      109.376      -0.374801      -0.118810
      109.407      -0.105308     -0.0390790
      109.438       0.328084       0.328084
      109.470       0.688653       0.688653
      109.501      -0.702223      -0.702223
      109.532       0.306426       0.306426
      109.563      -0.400434      -0.400434
      109.595      -0.641422     -0.0242734
      109.626       0.421531     0.00591469
      109.657        14.0418       0.119797
      109.688        22.9611       0.181964
      109.720        13.6873      -0.211432
      109.751        5.78760     -0.0895379
      109.782      -0.371850      -0.371850
      109.813        1.50789        1.50789
      109.845       -1.89276       -1.89276
      109.876       0.967379       0.967379
      109.907      -0.461749      -0.461749
      109.938        1.12665        1.12665
      109.970      -0.644831      -0.644831
      110.001      -0.198956      -0.198956
      110.032        1.16535     -0.0865946
      110.063        34.7913       0.161115
      110.095        100.777      0.0127120
      110.126        81.7494   1.66893e-006
      110.157        33.5305    -0.00736618
      110.188        2.38859    -0.00982380
      110.220      -0.790388     0.00139904
      110.251      0.0315723      0.0315723
      110.282        1.78251      -0.158547
      110.313        1.10962      0.0494246
      110.345       0.945195       0.292291
      110.376       0.450170       0.450170
      110.407       -1.18039       -1.18039
      110.438       0.178173       0.178173
      110.470       0.507303       0.507303
      110.501       0.128794       0.128794
      110.532      -0.210390      -0.210390
      110.563      -0.173067      -0.173067
      110.595       0.461888     -0.0258813
      110.626       0.674901      0.0464306
      110.657       0.120260       0.170205
      110.688      0.0967755      0.0967755
      110.720      -0.349204      -0.349204
      110.751      -0.186322      -0.186322
      110.782       0.707343       0.707343
      110.813      -0.150239      -0.150239
      110.845      -0.111436      -0.111436
      110.876      -0.137259      -0.137259
      110.907       0.388217       0.388217
      110.938      0.0864539      0.0864539
      110.970       -2.40266       -2.40266
      111.001        1.79163        1.79163
      111.032       0.735991       0.735991
      111.063     -0.0555562     -0.0555562
      111.095      -0.504056      -0.504056
      111.126       0.000000       0.000000
      111.157       0.000000       0.000000
      111.188       0.000000       0.000000
      111.220       0.000000       0.000000
      111.251       0.000000       0.000000
      111.282       0.000000       0.000000
      111.313       0.000000       0.000000
      111.345       0.000000       0.000000
      111.376       0.000000       0.000000
      111.407       0.000000       0.000000
      111.438       0.000000       0.000000
      111.470       0.000000       0.000000
      111.501       0.000000       0.000000
      111.532       0.000000       0.000000
      111.563       0.000000       0.000000
      111.595       0.000000       0.000000
      111.626       0.000000       0.000000
      111.657       0.000000       0.000000
      111.688       0.000000       0.000000
      111.720       0.000000       0.000000
      111.751       0.000000       0.000000
      111.782       0.000000       0.000000
      111.813       0.000000       0.000000
      111.845       0.000000       0.000000
      111.876       0.000000       0.000000
      111.907       0.000000       0.000000
      111.938       0.000000       0.000000
      111.970       0.000000       0.000000
      112.001       0.000000       0.000000
      112.032       0.000000       0.000000
      112.063       0.000000       0.000000
      112.095       0.000000       0.000000
      112.126       0.000000       0.000000
      112.157       0.000000       0.000000
      112.188       0.000000       0.000000
      112.220       0.000000       0.000000
