0 43 73.063281 0.005051 0.000777
0 44 73.094531 0.002442 0.000376
0 45 73.125781 0.001574 0.000242
0 46 73.157031 0.001267 0.000195
0 47 73.188281 -0.001138 -0.000175
0 48 73.219531 0.000094 0.000015
0 49 73.250781 0.001429 0.000220
0 50 73.282031 0.005604 0.000862
0 51 73.313281 0.001015 0.000156
0 52 73.344531 0.005705 0.000878
0 53 73.375781 0.004888 0.000752
0 54 73.407031 0.007099 0.001092
0 55 73.438281 0.009819 0.001511
0 56 73.469531 0.005635 0.000867
0 57 73.500781 0.003094 0.000476
0 58 73.532031 0.005603 0.000862
0 59 73.563281 0.014413 0.002217
0 60 73.594531 0.005381 0.000828
0 61 73.625781 0.001213 0.000187
0 62 73.657031 0.001042 0.000160
0 63 73.688281 0.001479 0.000228
0 64 73.719531 0.002041 0.000314
0 65 73.750781 0.002339 0.000360
0 66 73.782031 0.001362 0.000210
0 67 73.813281 -0.000733 -0.000113
0 68 73.844531 0.003022 0.000465
0 69 73.875781 0.000173 0.000027
0 70 73.907031 -0.000312 -0.000048
0 71 73.938281 0.003981 0.000612
0 72 73.969531 0.004898 0.000753
0 73 74.000781 0.005703 0.000877
0 74 74.032031 0.004175 0.000642
0 75 74.063281 0.010537 0.001621
0 76 74.094531 0.007423 0.001142
0 77 74.125781 0.007024 0.001081
0 78 74.157031 0.006760 0.001040
0 79 74.188281 0.006392 0.000983
0 80 74.219531 0.004305 0.000662
0 81 74.250781 0.011622 0.001788
0 82 74.282031 0.009204 0.001416
0 83 74.313281 0.009271 0.001426
0 84 74.344531 0.008246 0.001269
0 85 74.375781 0.008472 0.001303
0 86 74.407031 0.009296 0.001430
0 87 74.438281 0.010448 0.001607
0 88 74.469531 0.010072 0.001550
0 89 74.500781 0.005443 0.000837
0 90 74.532031 0.011429 0.001758
0 91 74.563281 0.008079 0.001243
0 92 74.594531 0.008682 0.001336
0 93 74.625781 0.008726 0.001342
0 94 74.657031 0.009971 0.001534
0 95 74.688281 0.007507 0.001155
0 96 74.719531 0.006042 0.000930
0 97 74.750781 0.005300 0.000815
0 98 74.782031 0.005026 0.000773
0 99 74.813281 0.001901 0.000292
0 100 74.844531 0.005084 0.000782
0 101 74.875781 0.005223 0.000804
0 102 74.907031 0.005637 0.000867
0 103 74.938281 0.004071 0.000626
0 104 74.969531 0.001437 0.000221
0 105 75.000781 0.001651 0.000254
0 106 75.032031 0.003925 0.000604
0 107 75.063281 0.006897 0.001061
0 108 75.094531 0.004705 0.000724
0 109 75.125781 0.006620 0.001019
0 110 75.157031 0.005452 0.000839
0 111 75.188281 0.003378 0.000520
0 112 75.219531 0.009121 0.001403
0 113 75.250781 0.005141 0.000791
0 114 75.282031 0.005245 0.000807
0 115 75.313281 0.003199 0.000492
0 116 75.344531 0.006826 0.001050
0 117 75.375781 0.007388 0.001137
0 118 75.407031 0.006234 0.000959
0 119 75.438281 0.004973 0.000765
0 120 75.469531 0.005874 0.000904
0 121 75.500781 0.004862 0.000748
0 122 75.532031 0.008191 0.001260
0 123 75.563281 0.005223 0.000804
0 124 75.594531 0.003936 0.000606
0 125 75.625781 0.004094 0.000630
0 126 75.657031 0.007400 0.001138
0 127 75.688281 0.004872 0.000750
0 128 75.719531 0.005536 0.000852
0 129 75.750781 0.004758 0.000732
0 130 75.782031 0.004606 0.000709
0 131 75.813281 0.003708 0.000570
0 132 75.844531 0.007508 0.001155
0 133 75.875781 0.007569 0.001165
0 134 75.907031 0.005193 0.000799
0 135 75.938281 0.004135 0.000636
0 136 75.969531 0.007231 0.001112
0 137 76.000781 0.005307 0.000816
0 138 76.032031 0.004422 0.000680
0 139 76.063281 0.001907 0.000293
0 140 76.094531 0.005661 0.000871
0 141 76.125781 0.004773 0.000734
0 142 76.157031 0.005809 0.000894
0 143 76.188281 0.007905 0.001216
0 144 76.219531 0.006949 0.001069
0 145 76.250781 0.004785 0.000736
