frec(GHz)	Temperatura[mK]	cont_sinlineas
82.165	-0.0100772	0.00125229
82.197	0.0729101	-0.0122004
82.228	1.0729	0.00950816
82.259	0.777947	0.0533611
82.29	0.0389738	0.0389738
82.322	-0.154746	-0.154746
82.353	-0.0732842	-0.0732842
82.384	0.162444	0.162444
82.415	0.0143025	0.0143025
82.447	-0.0580223	-0.0580223
82.478	0.0347287	0.0347287
82.509	0.109488	0.109488
82.541	-0.0455002	-0.0455002
82.572	-0.408636	-0.408636
82.603	0.258559	0.258559
82.634	0.324855	0.324855
82.666	-0.188553	-0.188553
82.697	-0.11104	-0.11104
82.728	0.0144042	0.0132062
82.759	0.384482	0.0410387
82.791	0.685828	0.0216937
82.822	0.193484	0.0258701
82.853	-0.184554	-0.0609531
82.884	-0.143703	-0.143703
82.916	0.120632	0.120632
82.947	0.229254	0.229254
82.978	-0.163077	-0.163077
83.009	-0.239662	-0.239662
83.041	0.127971	0.127971
83.072	0.294654	0.294654
83.103	-0.0940007	-0.0940007
83.134	-0.41967	-0.41967
83.166	0.13174	0.13174
83.197	0.336249	0.336249
83.228	0.0211973	0.0211973
83.259	-0.153742	-0.153742
83.291	-0.164566	-0.164566
83.322	0.0756813	0.0756813
83.353	-0.0887798	0.0512245
83.384	0.202035	0.0112136
83.416	0.325355	-0.00797241
83.447	-0.0156164	-0.00839966
83.478	-0.0955304	-0.0598191
83.509	-0.0303334	-0.0303334
83.541	0.137155	0.137155
83.572	0.155059	0.155059
83.603	-0.192051	-0.192051
83.634	-0.129172	-0.0725013
83.666	0.0901766	0.021531
83.697	0.0805386	0.0502009
83.728	0.190552	0.010197
83.759	0.216073	-0.0059194
83.791	-0.0499288	-0.0499288
83.822	-0.00366879	-0.00366879
83.853	0.0715512	0.0715512
83.884	0.0903466	0.0903466
83.916	-0.106115	-0.106115
83.947	-0.192314	-0.192314
83.978	0.028024	0.028024
84.009	0.279561	0.279561
84.041	0.0024625	0.0024625
84.072	-0.157704	-0.157704
84.103	0.0187582	0.0187582
84.134	-0.050174	-0.050174
84.166	0.0441341	0.0441341
84.197	0.0502756	0.0502756
84.228	0.0454144	0.0454144
84.259	-0.147525	-0.147525
84.291	-0.00292984	-0.00292984
84.322	0.160327	0.160327
84.353	-0.103011	-0.103011
84.384	-0.0204045	-0.0204045
84.416	0.0224349	0.0224349
84.447	0.205726	0.0238208
84.478	0.708276	-0.0118694
84.51	1.45054	-0.00342852
84.541	1.13602	2.14577e-06
84.572	-0.136625	5.48363e-06
84.603	-0.0334766	-6.61612e-06
84.635	0.499036	-0.0184691
84.666	0.33257	-0.0059644
84.697	0.206925	0.0493118
84.728	0.0853561	0.0853561
84.76	-0.111927	-0.111927
84.791	-0.106215	-0.106215
84.822	0.105486	0.105486
84.853	0.0780025	0.0780025
84.885	-0.0788176	-0.0788176
84.916	0.216405	-0.0313282
84.947	0.75731	0.00830054
84.978	0.729627	0.0459749
85.01	0.333287	0.0669369
85.041	-0.0266808	-0.0266808
85.072	-0.2742	-0.2742
85.103	-0.00466907	-0.00466907
85.135	0.40043	0.40043
85.166	0.0365174	0.0365174
85.197	-0.36715	-0.36715
85.228	0.0936638	0.0936638
85.26	-0.240736	0.0909533
85.291	-0.0153904	0.00909995
85.322	2.20533	-0.0446072
85.353	2.29244	-4.95836e-06
85.385	-0.269242	3.50922e-06
85.416	0.30052	0.00437268
85.447	1.20078	-0.043206
85.478	0.935263	-0.0377207
85.51	0.0543933	0.0543933
85.541	0.238329	0.238329
85.572	-0.111922	-0.111922
85.603	-0.177004	-0.177004
85.635	0.171523	-0.0159431
85.666	1.42517	0.0768831
85.697	0.557572	-0.00877863
85.728	0.0398864	-0.0172459
85.76	0.00862211	0.00862211
85.791	0.176066	0.176066
85.822	-0.214642	-0.214642
85.853	-0.0779773	-0.0779773
85.885	0.115372	0.115372
85.916	0.134822	0.134822
85.947	0.330354	0.330354
85.978	-0.641458	-0.641458
86.01	0.0707951	0.0707951
86.041	-0.0279438	-0.0279438
86.072	0.170494	0.170494
86.103	0.106128	0.106128
86.135	-0.210517	-0.210517
86.166	0.326469	0.326469
86.197	-0.231903	-0.231903
86.228	-0.168503	-0.168503
86.26	0.13328	0.13328
86.291	-0.0136776	0.222623
86.322	2.69068	-0.0426354
86.353	1.32434	-0.187991
86.385	-0.434878	-0.434878
86.416	0.713863	0.713863
86.447	-0.219044	-0.219044
86.478	0.170688	0.170688
86.51	-0.472871	-0.472871
86.541	0.404822	0.404822
86.572	-0.119889	-0.119889
86.603	0.163096	0.163096
86.635	-0.189506	-0.189506
86.666	1.00643	-0.0118027
86.697	-0.0528757	0.00264686
86.728	1.62221	0.0392543
86.76	1.98705	-3.09944e-06
86.791	0.333424	2.5034e-06
86.822	1.94416	-0.0242273
86.853	1.63366	0.0229803
86.885	-1.06186	-0.0083673
86.916	0.100755	0.100755
86.947	-0.159945	-0.159945
86.978	0.196369	0.196369
87.01	-0.498021	-0.498021
87.041	0.460525	0.460525
87.072	0.141697	0.141697
87.103	0.207542	0.207542
87.135	-0.987939	-0.987939
87.166	0.395962	0.395962
87.197	-0.762599	0.221764
87.228	0.310085	0.0576065
87.26	-0.901079	-0.1267
87.291	7.32179	-6.31809e-06
87.322	11.4648	-1.19209e-07
87.353	1.02894	5.36442e-06
87.385	5.23468	-3.57628e-06
87.416	3.66694	0.0183266
87.447	0.969026	0.00431502
87.479	0.772058	0.0871195
87.51	-0.14072	-0.14072
87.541	-0.0643764	-0.0643764
87.572	-0.31899	-0.31899
87.604	0.834001	0.834001
87.635	-0.412585	-0.412585
87.666	0.204384	0.204384
87.697	-0.44886	-0.44886
87.729	0.0828149	0.0828149
87.76	0.248126	0.248126
87.791	0.00954235	0.00954235
87.822	-0.201082	-0.201082
87.854	0.0782588	0.0782588
87.885	0.854476	0.055989
87.916	7.42695	0.0701612
87.947	1.1291	-0.106394
87.979	0.269083	-0.0753878
88.01	-0.246356	-0.246356
88.041	0.721796	0.721796
88.072	-0.528951	-0.528951
88.104	0.535578	0.535578
88.135	-0.850446	-0.850446
88.166	0.780494	0.780494
88.197	-0.941404	-0.941404
88.229	1.15836	1.15836
88.26	-1.22601	-1.22601
88.291	1.308	1.308
88.322	-1.16586	-1.16586
88.354	1.68934	1.68934
88.385	-2.26076	-2.26076
88.416	1.52582	1.52582
88.447	-1.95921	-1.95921
88.479	3.55399	3.55399
88.51	-1.7564	-1.7564
88.541	5.86711	-0.583686
88.572	-5.45867	-0.220704
88.604	37.0344	0.541776
88.635	52.3072	-3.40939e-05
88.666	1.63307	-0.268574
88.697	2.94664	0.055324
88.729	-2.27396	0.23392
88.76	0.807713	0.807713
88.791	-1.46504	-1.46504
88.822	1.02057	1.02057
88.854	-0.37358	-0.37358
88.885	0.257974	0.257974
88.916	-0.400063	-0.400063
88.947	-0.486855	-0.486855
88.979	0.642665	0.642665
89.01	-0.684684	-0.684684
89.041	1.97082	1.97082
89.072	-1.08763	-1.08763
89.104	4.35646	-0.436115
89.135	-2.19773	-0.111586
89.166	39.5913	0.325152
89.197	37.3879	0.417587
89.229	0.463917	-0.212906
89.26	5.26837	-0.447213
89.291	-1.35985	-1.35985
89.322	2.64082	2.64082
89.354	-1.55204	-1.55204
89.385	1.7506	1.7506
89.416	-1.23675	-1.23675
89.448	2.13003	-0.199401
89.479	0.307203	-0.358941
89.51	2.15633	0.345843
89.541	-1.14418	0.169937
89.573	0.829001	0.829001
89.604	-1.05134	-1.05134
89.635	0.606976	0.606976
89.666	-1.02745	-1.02745
89.698	0.955749	0.955749
89.729	-0.645284	-0.645284
89.76	1.1167	1.1167
89.791	-1.22398	-1.22398
89.823	0.872012	0.872012
89.854	-0.779966	-0.779966
89.885	0.980809	0.980809
89.916	-1.32263	-1.32263
89.948	1.04682	1.04682
89.979	-0.713834	-0.713834
90.01	1.10304	1.10304
90.041	-1.30105	-1.30105
90.073	0.973185	0.973185
90.104	-0.750753	-0.750753
90.135	1.17574	1.17574
90.166	-1.51784	-1.51784
90.198	0.831776	0.831776
90.229	-0.54169	-0.54169
90.26	1.3553	1.3553
90.291	-1.62846	-1.62846
90.323	1.17665	1.17665
90.354	-1.06704	-1.06704
90.385	1.43183	1.43183
90.416	-1.44592	-1.44592
90.448	0.852839	0.852839
90.479	-1.29684	-1.29684
90.51	2.26489	2.26489
90.541	-1.01961	-1.01961
90.573	3.33164	-0.365812
90.604	-3.11518	-0.155936
90.635	16.4567	0.32441
90.666	25.2265	1.21593e-05
90.698	0.749915	-0.12198
90.729	1.19956	-0.00219095
90.76	-0.745444	0.161823
90.791	0.400484	0.400484
90.823	-0.638373	-0.638373
90.854	0.128178	0.128178
90.885	0.0685796	0.0685796
90.916	-0.560311	0.0582808
90.948	1.57164	-0.0636294
90.979	3.40385	0.0289906
91.01	0.401804	0.0114228
91.041	0.512153	-0.0657299
91.073	-0.0710843	-0.0710843
91.104	0.129777	0.129777
91.135	0.145842	0.145842
91.166	-0.303471	-0.303471
91.198	0.00188923	0.00188923
91.229	0.222452	0.222452
91.26	0.193592	0.193592
91.291	-0.185543	-0.185543
91.323	-0.693686	-0.693686
91.354	0.596838	0.596838
91.385	0.443474	0.443474
91.416	-0.32036	-0.32036
91.448	-0.38742	-0.38742
91.479	-0.0909013	-0.0909013
91.51	0.639055	0.639055
91.541	-0.202804	-0.202804
91.573	-0.179727	-0.179727
91.604	0.199106	0.199106
91.635	-0.143195	-0.143195
91.666	-0.0483012	-0.0483012
91.698	0.306441	0.306441
91.729	-0.326125	-0.326125
91.76	0.109879	0.109879
91.791	-0.110705	-0.110705
91.823	0.175045	0.175045
91.854	-0.0553793	-0.0553793
91.885	0.374983	-0.00601017
91.916	0.162954	-0.0191908
91.948	1.14212	0.014644
91.979	2.14843	-1.15633e-05
92.01	1.11639	0.0416796
92.041	0.603947	0.00233698
92.073	-0.196333	-0.0716122
92.104	-0.190009	-0.190009
92.135	0.212901	0.212901
92.166	0.0677962	0.0677962
92.198	0.0798609	0.0798609
92.229	-0.173004	-0.173004
92.26	0.0432309	0.0432309
92.292	-0.0239582	-0.0239582
92.323	0.333565	0.00785583
92.354	0.440982	-0.00511271
92.385	0.496996	0.0101176
92.417	-0.00416857	-0.00416857
92.448	0.0447403	-0.000184774
92.479	0.567029	0.00497454
92.51	0.658202	0.011345
92.542	-0.152155	-0.0475589
92.573	-0.0448989	-0.0448989
92.604	0.0628387	0.0628387
92.635	0.22455	0.22455
92.667	-0.202536	-0.202536
92.698	-0.122172	-0.122172
92.729	0.114928	0.114928
92.76	0.0249395	0.0249395
92.792	-0.0641761	-0.0641761
92.823	0.100141	0.100141
92.854	-0.00371885	-0.00371885
92.885	-0.105377	-0.105377
92.917	0.00179279	0.00179279
92.948	0.0203232	0.0203232
92.979	0.0637414	0.0637414
93.01	-0.0733641	-0.0733641
93.042	-0.0138162	-0.0138162
93.073	0.0749992	0.0749992
93.104	0.162432	0.0163634
93.135	2.4339	-0.0235407
93.167	8.17553	-0.017512
93.198	3.30906	0.0497674
93.229	-0.366893	-0.0326428
93.26	0.614555	-0.0272778
93.292	-0.119816	-0.119816
93.323	0.321698	0.321698
93.354	-0.371579	-0.371579
93.385	0.223601	0.223601
93.417	-0.0936984	-0.0936984
93.448	0.0658356	0.0658356
93.479	-0.0847738	-0.0847738
93.51	0.299486	0.299486
93.542	-0.218141	-0.218141
93.573	0.829215	-0.0759037
93.604	0.915594	0.0219584
93.635	0.772478	0.0909235
93.667	-0.205525	-0.049535
93.698	-0.128928	-0.128928
93.729	-0.0264097	-0.0264097
93.76	0.277531	0.277531
93.792	-0.0214597	-0.0214597
93.823	0.0304191	0.0304191
93.854	-0.239338	-0.239338
93.885	0.0991006	0.0991006
93.917	-0.0413123	-0.0413123
93.948	0.123131	0.123131
93.979	-0.118423	-0.118423
94.01	0.0196768	0.0196768
94.042	0.0310648	0.0310648
94.073	0.0536833	0.0536833
94.104	-0.200658	-0.200658
94.135	0.301157	0.301157
94.167	-0.137968	-0.137968
94.198	-0.0360123	-0.0360123
94.229	-0.1313	-0.1313
94.261	0.22508	0.22508
94.292	-0.0266838	-0.0266838
94.323	-0.0467522	-0.0467522
94.354	-0.1725	-0.1725
94.386	0.235971	0.235971
94.417	-0.0104386	-0.0104386
94.448	-0.0469738	-0.0469738
94.479	0.00994244	0.00994244
94.511	0.0430885	0.0430885
94.542	-0.165569	-0.165569
94.573	0.00615747	0.00615747
94.604	0.136196	0.136196
94.636	0.113863	0.113863
94.667	-0.221487	-0.221487
94.698	-0.0226137	-0.0226137
94.729	-0.0362391	-0.0362391
94.761	0.262713	0.262713
94.792	-0.110765	-0.110765
94.823	0.0115257	0.0115257
94.854	0.0281729	0.0281729
94.886	-0.0594178	-0.0594178
94.917	-0.0516993	-0.0516993
94.948	-0.0412361	-0.0412361
94.979	0.123091	0.123091
95.011	-0.0780106	-0.0780106
95.042	0.0591354	0.0591354
95.073	0.0203658	0.0203658
95.104	-0.101563	-0.101563
95.136	0.0428038	0.0428038
95.167	0.0841647	0.0841647
95.198	-0.075271	-0.075271
95.229	0.0381175	0.0381175
95.261	-0.0500588	-0.0500588
95.292	-0.0373652	-0.0373652
95.323	0.140713	0.140713
95.354	-0.0161345	-0.0161345
95.386	-0.129422	-0.129422
95.417	0.00758813	0.00758813
95.448	0.0561983	0.0561983
95.479	0.0309386	0.0309386
95.511	0.02791	0.02791
95.542	-0.0839814	-0.0839814
95.573	0.0203277	0.0203277
95.604	0.0171924	0.0171924
95.636	-0.00505777	-0.00505777
95.667	-0.108886	-0.108886
95.698	0.16588	0.16588
95.729	-0.0580025	-0.0580025
95.761	-0.0349837	-0.0349837
95.792	0.0759531	0.0759531
95.823	0.00658862	0.00658862
95.854	-0.0635025	-0.0635025
95.886	-0.135945	-0.135945
95.917	0.174543	0.174543
95.948	-0.0422485	-0.0422485
